Entity,Code,Date,Total confirmed cases per million (cases per million),Daily new confirmed cases per million (cases)
Afghanistan,AFG,"Dec 31, 2019",0,0
Afghanistan,AFG,"Jan 1, 2020",0,0
Afghanistan,AFG,"Jan 2, 2020",0,0
Afghanistan,AFG,"Jan 3, 2020",0,0
Afghanistan,AFG,"Jan 4, 2020",0,0
Afghanistan,AFG,"Jan 5, 2020",0,0
Afghanistan,AFG,"Jan 6, 2020",0,0
Afghanistan,AFG,"Jan 7, 2020",0,0
Afghanistan,AFG,"Jan 8, 2020",0,0
Afghanistan,AFG,"Jan 9, 2020",0,0
Afghanistan,AFG,"Jan 10, 2020",0,0
Afghanistan,AFG,"Jan 11, 2020",0,0
Afghanistan,AFG,"Jan 12, 2020",0,0
Afghanistan,AFG,"Jan 13, 2020",0,0
Afghanistan,AFG,"Jan 14, 2020",0,0
Afghanistan,AFG,"Jan 15, 2020",0,0
Afghanistan,AFG,"Jan 16, 2020",0,0
Afghanistan,AFG,"Jan 17, 2020",0,0
Afghanistan,AFG,"Jan 18, 2020",0,0
Afghanistan,AFG,"Jan 19, 2020",0,0
Afghanistan,AFG,"Jan 20, 2020",0,0
Afghanistan,AFG,"Jan 21, 2020",0,0
Afghanistan,AFG,"Jan 22, 2020",0,0
Afghanistan,AFG,"Jan 23, 2020",0,0
Afghanistan,AFG,"Jan 24, 2020",0,0
Afghanistan,AFG,"Jan 25, 2020",0,0
Afghanistan,AFG,"Jan 26, 2020",0,0
Afghanistan,AFG,"Jan 27, 2020",0,0
Afghanistan,AFG,"Jan 28, 2020",0,0
Afghanistan,AFG,"Jan 29, 2020",0,0
Afghanistan,AFG,"Jan 30, 2020",0,0
Afghanistan,AFG,"Jan 31, 2020",0,0
Afghanistan,AFG,"Feb 1, 2020",0,0
Afghanistan,AFG,"Feb 2, 2020",0,0
Afghanistan,AFG,"Feb 3, 2020",0,0
Afghanistan,AFG,"Feb 4, 2020",0,0
Afghanistan,AFG,"Feb 5, 2020",0,0
Afghanistan,AFG,"Feb 6, 2020",0,0
Afghanistan,AFG,"Feb 7, 2020",0,0
Afghanistan,AFG,"Feb 8, 2020",0,0
Afghanistan,AFG,"Feb 9, 2020",0,0
Afghanistan,AFG,"Feb 10, 2020",0,0
Afghanistan,AFG,"Feb 11, 2020",0,0
Afghanistan,AFG,"Feb 12, 2020",0,0
Afghanistan,AFG,"Feb 13, 2020",0,0
Afghanistan,AFG,"Feb 14, 2020",0,0
Afghanistan,AFG,"Feb 15, 2020",0,0
Afghanistan,AFG,"Feb 16, 2020",0,0
Afghanistan,AFG,"Feb 17, 2020",0,0
Afghanistan,AFG,"Feb 18, 2020",0,0
Afghanistan,AFG,"Feb 19, 2020",0,0
Afghanistan,AFG,"Feb 20, 2020",0,0
Afghanistan,AFG,"Feb 21, 2020",0,0
Afghanistan,AFG,"Feb 22, 2020",0,0
Afghanistan,AFG,"Feb 23, 2020",0,0
Afghanistan,AFG,"Feb 24, 2020",0,0
Afghanistan,AFG,"Feb 25, 2020",0.02568822544993633,0.02568822544993633
Afghanistan,AFG,"Feb 26, 2020",0.02568822544993633,0
Afghanistan,AFG,"Feb 27, 2020",0.02568822544993633,0
Afghanistan,AFG,"Feb 28, 2020",0.02568822544993633,0
Afghanistan,AFG,"Feb 29, 2020",0.02568822544993633,0
Afghanistan,AFG,"Mar 1, 2020",0.02568822544993633,0
Afghanistan,AFG,"Mar 2, 2020",0.02568822544993633,0
Afghanistan,AFG,"Mar 8, 2020",0.10275290179974532,0.07706467634980899
Afghanistan,AFG,"Mar 11, 2020",0.17981757814955432,0.07706467634980899
Afghanistan,AFG,"Mar 15, 2020",0.2568822544993633,0.07706467634980899
Afghanistan,AFG,"Mar 16, 2020",0.4110116071989813,0.15412935269961797
Afghanistan,AFG,"Mar 17, 2020",0.5394527344486629,0.12844112724968165
Afghanistan,AFG,"Mar 18, 2020",0.5651409598985992,0.02568822544993633
Afghanistan,AFG,"Mar 19, 2020",0.5651409598985992,0
Afghanistan,AFG,"Mar 20, 2020",0.5651409598985992,0
Afghanistan,AFG,"Mar 21, 2020",0.6165174107984719,0.05137645089987266
Afghanistan,AFG,"Mar 22, 2020",0.6165174107984719,0
Afghanistan,AFG,"Mar 23, 2020",0.8733996652978353,0.2568822544993633
Afghanistan,AFG,"Mar 24, 2020",1.0275290179974532,0.15412935269961797
Afghanistan,AFG,"Mar 25, 2020",1.0789054688973259,0.05137645089987266
Afghanistan,AFG,"Mar 26, 2020",1.9266169087452247,0.8477114398478989
Afghanistan,AFG,"Mar 27, 2020",1.9266169087452247,0
Afghanistan,AFG,"Mar 28, 2020",2.337628515944206,0.4110116071989813
Albania,ALB,"Mar 9, 2020",0.6949753283758426,0.6949753283758426
Albania,ALB,"Mar 10, 2020",2.0849259851275277,1.3899506567516853
Albania,ALB,"Mar 11, 2020",3.474876641879213,1.3899506567516853
Albania,ALB,"Mar 12, 2020",3.8223643060671346,0.3474876641879213
Albania,ALB,"Mar 13, 2020",7.99221627632219,4.169851970255055
Albania,ALB,"Mar 14, 2020",11.467092918201404,3.474876641879213
Albania,ALB,"Mar 15, 2020",13.20453123914101,1.7374383209396065
Albania,ALB,"Mar 16, 2020",14.594481895892695,1.3899506567516853
Albania,ALB,"Mar 17, 2020",17.72187087358399,3.1273889776912918
Albania,ALB,"Mar 18, 2020",19.11182153033567,1.3899506567516853
Albania,ALB,"Mar 19, 2020",20.501772187087358,1.3899506567516853
Albania,ALB,"Mar 20, 2020",24.32413649315449,3.8223643060671346
Albania,ALB,"Mar 21, 2020",24.32413649315449,0
Albania,ALB,"Mar 22, 2020",26.40906247828202,2.0849259851275277
Albania,ALB,"Mar 23, 2020",30.926402112724997,4.517339634442977
Albania,ALB,"Mar 24, 2020",34.74876641879213,3.8223643060671346
Albania,ALB,"Mar 25, 2020",42.74098269511432,7.99221627632219
Albania,ALB,"Mar 26, 2020",50.733198971436515,7.99221627632219
Albania,ALB,"Mar 27, 2020",60.46285356869831,9.729654597261797
Albania,ALB,"Mar 28, 2020",64.63270553895336,4.169851970255055
Algeria,DZA,"Dec 31, 2019",0,0
Algeria,DZA,"Jan 1, 2020",0,0
Algeria,DZA,"Jan 2, 2020",0,0
Algeria,DZA,"Jan 3, 2020",0,0
Algeria,DZA,"Jan 4, 2020",0,0
Algeria,DZA,"Jan 5, 2020",0,0
Algeria,DZA,"Jan 6, 2020",0,0
Algeria,DZA,"Jan 7, 2020",0,0
Algeria,DZA,"Jan 8, 2020",0,0
Algeria,DZA,"Jan 9, 2020",0,0
Algeria,DZA,"Jan 10, 2020",0,0
Algeria,DZA,"Jan 11, 2020",0,0
Algeria,DZA,"Jan 12, 2020",0,0
Algeria,DZA,"Jan 13, 2020",0,0
Algeria,DZA,"Jan 14, 2020",0,0
Algeria,DZA,"Jan 15, 2020",0,0
Algeria,DZA,"Jan 16, 2020",0,0
Algeria,DZA,"Jan 17, 2020",0,0
Algeria,DZA,"Jan 18, 2020",0,0
Algeria,DZA,"Jan 19, 2020",0,0
Algeria,DZA,"Jan 20, 2020",0,0
Algeria,DZA,"Jan 21, 2020",0,0
Algeria,DZA,"Jan 22, 2020",0,0
Algeria,DZA,"Jan 23, 2020",0,0
Algeria,DZA,"Jan 24, 2020",0,0
Algeria,DZA,"Jan 25, 2020",0,0
Algeria,DZA,"Jan 26, 2020",0,0
Algeria,DZA,"Jan 27, 2020",0,0
Algeria,DZA,"Jan 28, 2020",0,0
Algeria,DZA,"Jan 29, 2020",0,0
Algeria,DZA,"Jan 30, 2020",0,0
Algeria,DZA,"Jan 31, 2020",0,0
Algeria,DZA,"Feb 1, 2020",0,0
Algeria,DZA,"Feb 2, 2020",0,0
Algeria,DZA,"Feb 3, 2020",0,0
Algeria,DZA,"Feb 4, 2020",0,0
Algeria,DZA,"Feb 5, 2020",0,0
Algeria,DZA,"Feb 6, 2020",0,0
Algeria,DZA,"Feb 7, 2020",0,0
Algeria,DZA,"Feb 8, 2020",0,0
Algeria,DZA,"Feb 9, 2020",0,0
Algeria,DZA,"Feb 10, 2020",0,0
Algeria,DZA,"Feb 11, 2020",0,0
Algeria,DZA,"Feb 12, 2020",0,0
Algeria,DZA,"Feb 13, 2020",0,0
Algeria,DZA,"Feb 14, 2020",0,0
Algeria,DZA,"Feb 15, 2020",0,0
Algeria,DZA,"Feb 16, 2020",0,0
Algeria,DZA,"Feb 17, 2020",0,0
Algeria,DZA,"Feb 18, 2020",0,0
Algeria,DZA,"Feb 19, 2020",0,0
Algeria,DZA,"Feb 20, 2020",0,0
Algeria,DZA,"Feb 21, 2020",0,0
Algeria,DZA,"Feb 22, 2020",0,0
Algeria,DZA,"Feb 23, 2020",0,0
Algeria,DZA,"Feb 24, 2020",0,0
Algeria,DZA,"Feb 25, 2020",0,0
Algeria,DZA,"Feb 26, 2020",0.022804474684900884,0.022804474684900884
Algeria,DZA,"Feb 27, 2020",0.022804474684900884,0
Algeria,DZA,"Feb 28, 2020",0.022804474684900884,0
Algeria,DZA,"Feb 29, 2020",0.022804474684900884,0
Algeria,DZA,"Mar 1, 2020",0.022804474684900884,0
Algeria,DZA,"Mar 2, 2020",0.06841342405470265,0.04560894936980177
Algeria,DZA,"Mar 4, 2020",0.11402237342450441,0.04560894936980177
Algeria,DZA,"Mar 5, 2020",0.2736536962188106,0.15963132279430617
Algeria,DZA,"Mar 6, 2020",0.387676069643315,0.11402237342450441
Algeria,DZA,"Mar 9, 2020",0.45608949369801766,0.06841342405470265
Algeria,DZA,"Mar 12, 2020",0.45608949369801766,0
Algeria,DZA,"Mar 13, 2020",0.5473073924376212,0.09121789873960354
Algeria,DZA,"Mar 14, 2020",0.5929163418074229,0.04560894936980177
Algeria,DZA,"Mar 15, 2020",0.8437655633413327,0.2508492215339097
Algeria,DZA,"Mar 16, 2020",1.0946147848752423,0.2508492215339097
Algeria,DZA,"Mar 17, 2020",1.368268481094053,0.2736536962188106
Algeria,DZA,"Mar 18, 2020",1.368268481094053,0
Algeria,DZA,"Mar 19, 2020",1.6647266519977644,0.29645817090371146
Algeria,DZA,"Mar 20, 2020",1.8699669241618724,0.20524027216410795
Algeria,DZA,"Mar 21, 2020",2.143620620380683,0.2736536962188106
Algeria,DZA,"Mar 22, 2020",2.143620620380683,0
Algeria,DZA,"Mar 23, 2020",2.32605641785989,0.18243579747920707
Algeria,DZA,"Mar 24, 2020",4.310045715446267,1.9839892975863769
Algeria,DZA,"Mar 25, 2020",5.267833652212104,0.9577879367658371
Algeria,DZA,"Mar 26, 2020",6.020381316813833,0.7525476646017292
Algeria,DZA,"Mar 27, 2020",6.9553647788947695,0.9349834620809362
Algeria,DZA,"Mar 28, 2020",6.9553647788947695,0
Andorra,AND,"Mar 3, 2020",12.942470717660001,12.942470717660001
Andorra,AND,"Mar 14, 2020",25.884941435320002,12.942470717660001
Andorra,AND,"Mar 16, 2020",64.7123535883,38.82741215298
Andorra,AND,"Mar 17, 2020",181.19459004724,116.48223645894001
Andorra,AND,"Mar 18, 2020",181.19459004724,0
Andorra,AND,"Mar 19, 2020",685.9509480359801,504.75635798874004
Andorra,AND,"Mar 20, 2020",970.6853038245001,284.73435578852
Andorra,AND,"Mar 21, 2020",970.6853038245001,0
Andorra,AND,"Mar 22, 2020",1138.93742315408,168.25211932958
Andorra,AND,"Mar 23, 2020",1462.49919109558,323.5617679415
Andorra,AND,"Mar 24, 2020",1721.34860544878,258.8494143532
Andorra,AND,"Mar 25, 2020",2122.5651976962404,401.21659224746
Andorra,AND,"Mar 26, 2020",2433.1844949200804,310.61929722384
Andorra,AND,"Mar 27, 2020",2899.11344075584,465.92894583576003
Andorra,AND,"Mar 28, 2020",3455.6396816152205,556.5262408593801
Angola,AGO,"Mar 22, 2020",0.0608526651094064,0.0608526651094064
Angola,AGO,"Mar 23, 2020",0.0608526651094064,0
Angola,AGO,"Mar 24, 2020",0.0608526651094064,0
Angola,AGO,"Mar 25, 2020",0.0608526651094064,0
Angola,AGO,"Mar 26, 2020",0.0608526651094064,0
Angola,AGO,"Mar 27, 2020",0.0912789976641096,0.0304263325547032
Angola,AGO,"Mar 28, 2020",0.1217053302188128,0.0304263325547032
Anguilla,AIA,"Mar 27, 2020",133.3155579256099,133.3155579256099
Anguilla,AIA,"Mar 28, 2020",133.3155579256099,0
Antigua and Barbuda,ATG,"Mar 15, 2020",10.211584020913325,10.211584020913325
Antigua and Barbuda,ATG,"Mar 21, 2020",10.211584020913325,0
Antigua and Barbuda,ATG,"Mar 22, 2020",10.211584020913325,0
Antigua and Barbuda,ATG,"Mar 23, 2020",10.211584020913325,0
Antigua and Barbuda,ATG,"Mar 24, 2020",10.211584020913325,0
Antigua and Barbuda,ATG,"Mar 25, 2020",30.63475206273997,20.42316804182665
Antigua and Barbuda,ATG,"Mar 26, 2020",30.63475206273997,0
Antigua and Barbuda,ATG,"Mar 27, 2020",71.48108814639326,40.8463360836533
Antigua and Barbuda,ATG,"Mar 28, 2020",71.48108814639326,0
Argentina,ARG,"Mar 4, 2020",0.022125961016225035,0.022125961016225035
Argentina,ARG,"Mar 6, 2020",0.04425192203245007,0.022125961016225035
Argentina,ARG,"Mar 7, 2020",0.17700768812980028,0.1327557660973502
Argentina,ARG,"Mar 8, 2020",0.1991336491460253,0.022125961016225035
Argentina,ARG,"Mar 9, 2020",0.2655115321947004,0.0663778830486751
Argentina,ARG,"Mar 11, 2020",0.42039325930827565,0.15488172711357523
Argentina,ARG,"Mar 13, 2020",0.685904791502976,0.2655115321947004
Argentina,ARG,"Mar 14, 2020",0.7522826745516511,0.0663778830486751
Argentina,ARG,"Mar 15, 2020",0.9956682457301265,0.24338557117847537
Argentina,ARG,"Mar 16, 2020",1.2390538169086018,0.24338557117847537
Argentina,ARG,"Mar 17, 2020",1.4381874660546272,0.1991336491460253
Argentina,ARG,"Mar 18, 2020",1.7479509202817776,0.30976345422715046
Argentina,ARG,"Mar 19, 2020",2.146218218573828,0.3982672982920506
Argentina,ARG,"Mar 20, 2020",2.8321230100768044,0.685904791502976
Argentina,ARG,"Mar 21, 2020",3.495901840563555,0.663778830486751
Argentina,ARG,"Mar 22, 2020",4.978341228650633,1.4824393880870772
Argentina,ARG,"Mar 23, 2020",5.885505630315859,0.9071644016652264
Argentina,ARG,"Mar 24, 2020",6.659914265883735,0.7744086355678762
Argentina,ARG,"Mar 25, 2020",8.562746913279089,1.902832647395353
Argentina,ARG,"Mar 26, 2020",11.107232430144967,2.544485516865879
Argentina,ARG,"Mar 27, 2020",13.032191038556546,1.924958608411578
Argentina,ARG,"Mar 28, 2020",15.266913101195273,2.2347220626387285
Armenia,ARM,"Dec 31, 2019",0,0
Armenia,ARM,"Jan 1, 2020",0,0
Armenia,ARM,"Jan 2, 2020",0,0
Armenia,ARM,"Jan 3, 2020",0,0
Armenia,ARM,"Jan 4, 2020",0,0
Armenia,ARM,"Jan 5, 2020",0,0
Armenia,ARM,"Jan 6, 2020",0,0
Armenia,ARM,"Jan 7, 2020",0,0
Armenia,ARM,"Jan 8, 2020",0,0
Armenia,ARM,"Jan 9, 2020",0,0
Armenia,ARM,"Jan 10, 2020",0,0
Armenia,ARM,"Jan 11, 2020",0,0
Armenia,ARM,"Jan 12, 2020",0,0
Armenia,ARM,"Jan 13, 2020",0,0
Armenia,ARM,"Jan 14, 2020",0,0
Armenia,ARM,"Jan 15, 2020",0,0
Armenia,ARM,"Jan 16, 2020",0,0
Armenia,ARM,"Jan 17, 2020",0,0
Armenia,ARM,"Jan 18, 2020",0,0
Armenia,ARM,"Jan 19, 2020",0,0
Armenia,ARM,"Jan 20, 2020",0,0
Armenia,ARM,"Jan 21, 2020",0,0
Armenia,ARM,"Jan 22, 2020",0,0
Armenia,ARM,"Jan 23, 2020",0,0
Armenia,ARM,"Jan 24, 2020",0,0
Armenia,ARM,"Jan 25, 2020",0,0
Armenia,ARM,"Jan 26, 2020",0,0
Armenia,ARM,"Jan 27, 2020",0,0
Armenia,ARM,"Jan 28, 2020",0,0
Armenia,ARM,"Jan 29, 2020",0,0
Armenia,ARM,"Jan 30, 2020",0,0
Armenia,ARM,"Jan 31, 2020",0,0
Armenia,ARM,"Feb 1, 2020",0,0
Armenia,ARM,"Feb 2, 2020",0,0
Armenia,ARM,"Feb 3, 2020",0,0
Armenia,ARM,"Feb 4, 2020",0,0
Armenia,ARM,"Feb 5, 2020",0,0
Armenia,ARM,"Feb 6, 2020",0,0
Armenia,ARM,"Feb 7, 2020",0,0
Armenia,ARM,"Feb 8, 2020",0,0
Armenia,ARM,"Feb 9, 2020",0,0
Armenia,ARM,"Feb 10, 2020",0,0
Armenia,ARM,"Feb 11, 2020",0,0
Armenia,ARM,"Feb 12, 2020",0,0
Armenia,ARM,"Feb 13, 2020",0,0
Armenia,ARM,"Feb 14, 2020",0,0
Armenia,ARM,"Feb 15, 2020",0,0
Armenia,ARM,"Feb 16, 2020",0,0
Armenia,ARM,"Feb 17, 2020",0,0
Armenia,ARM,"Feb 18, 2020",0,0
Armenia,ARM,"Feb 19, 2020",0,0
Armenia,ARM,"Feb 20, 2020",0,0
Armenia,ARM,"Feb 21, 2020",0,0
Armenia,ARM,"Feb 22, 2020",0,0
Armenia,ARM,"Feb 23, 2020",0,0
Armenia,ARM,"Feb 24, 2020",0,0
Armenia,ARM,"Feb 25, 2020",0,0
Armenia,ARM,"Feb 26, 2020",0,0
Armenia,ARM,"Feb 27, 2020",0,0
Armenia,ARM,"Feb 28, 2020",0,0
Armenia,ARM,"Feb 29, 2020",0,0
Armenia,ARM,"Mar 1, 2020",0.3374691300113322,0.3374691300113322
Armenia,ARM,"Mar 2, 2020",0.3374691300113322,0
Armenia,ARM,"Mar 12, 2020",1.3498765200453289,1.0124073900339967
Armenia,ARM,"Mar 13, 2020",2.0248147800679934,0.6749382600226644
Armenia,ARM,"Mar 14, 2020",4.387098690147319,2.3622839100793254
Armenia,ARM,"Mar 15, 2020",6.749382600226644,2.3622839100793254
Armenia,ARM,"Mar 16, 2020",10.124073900339967,3.374691300113322
Armenia,ARM,"Mar 17, 2020",17.548394760589275,7.424320860249309
Armenia,ARM,"Mar 18, 2020",26.322592140883913,8.774197380294638
Armenia,ARM,"Mar 19, 2020",38.808949951303205,12.486357810419292
Armenia,ARM,"Mar 20, 2020",41.17123386138253,2.3622839100793254
Armenia,ARM,"Mar 21, 2020",45.89580168154118,4.724567820158651
Armenia,ARM,"Mar 22, 2020",53.99506080181315,8.099259120271974
Armenia,ARM,"Mar 23, 2020",64.11913470215312,10.124073900339967
Armenia,ARM,"Mar 24, 2020",65.46901122219845,1.3498765200453289
Armenia,ARM,"Mar 25, 2020",89.42931945300303,23.96030823080459
Armenia,ARM,"Mar 26, 2020",97.86604770328634,8.436728250283306
Armenia,ARM,"Mar 27, 2020",111.0273437737283,13.161296070441956
Armenia,ARM,"Mar 28, 2020",125.53851636421558,14.511172590487286
Aruba,ABW,"Mar 13, 2020",18.732555307869546,18.732555307869546
Aruba,ABW,"Mar 20, 2020",37.46511061573909,18.732555307869546
Aruba,ABW,"Mar 24, 2020",112.39533184721728,74.93022123147819
Aruba,ABW,"Mar 25, 2020",159.22672011689116,46.831388269673866
Aruba,ABW,"Mar 26, 2020",177.9592754247607,18.732555307869546
Aruba,ABW,"Mar 27, 2020",262.25577431017365,84.29649888541296
Aruba,ABW,"Mar 28, 2020",262.25577431017365,0
Australia,AUS,"Dec 31, 2019",0,0
Australia,AUS,"Jan 1, 2020",0,0
Australia,AUS,"Jan 2, 2020",0,0
Australia,AUS,"Jan 3, 2020",0,0
Australia,AUS,"Jan 4, 2020",0,0
Australia,AUS,"Jan 5, 2020",0,0
Australia,AUS,"Jan 6, 2020",0,0
Australia,AUS,"Jan 7, 2020",0,0
Australia,AUS,"Jan 8, 2020",0,0
Australia,AUS,"Jan 9, 2020",0,0
Australia,AUS,"Jan 10, 2020",0,0
Australia,AUS,"Jan 11, 2020",0,0
Australia,AUS,"Jan 12, 2020",0,0
Australia,AUS,"Jan 13, 2020",0,0
Australia,AUS,"Jan 14, 2020",0,0
Australia,AUS,"Jan 15, 2020",0,0
Australia,AUS,"Jan 16, 2020",0,0
Australia,AUS,"Jan 17, 2020",0,0
Australia,AUS,"Jan 18, 2020",0,0
Australia,AUS,"Jan 19, 2020",0,0
Australia,AUS,"Jan 20, 2020",0,0
Australia,AUS,"Jan 21, 2020",0,0
Australia,AUS,"Jan 22, 2020",0,0
Australia,AUS,"Jan 23, 2020",0,0
Australia,AUS,"Jan 24, 2020",0,0
Australia,AUS,"Jan 25, 2020",0.03921586928189979,0.03921586928189979
Australia,AUS,"Jan 26, 2020",0.15686347712759915,0.11764760784569936
Australia,AUS,"Jan 27, 2020",0.15686347712759915,0
Australia,AUS,"Jan 28, 2020",0.15686347712759915,0
Australia,AUS,"Jan 29, 2020",0.15686347712759915,0
Australia,AUS,"Jan 30, 2020",0.23529521569139872,0.07843173856379958
Australia,AUS,"Jan 31, 2020",0.2745110849732985,0.03921586928189979
Australia,AUS,"Feb 1, 2020",0.3529428235370981,0.07843173856379958
Australia,AUS,"Feb 2, 2020",0.4313745621008977,0.07843173856379958
Australia,AUS,"Feb 3, 2020",0.4313745621008977,0
Australia,AUS,"Feb 4, 2020",0.4313745621008977,0
Australia,AUS,"Feb 5, 2020",0.47059043138279744,0.03921586928189979
Australia,AUS,"Feb 6, 2020",0.5098063006646972,0.03921586928189979
Australia,AUS,"Feb 7, 2020",0.549022169946597,0.03921586928189979
Australia,AUS,"Feb 8, 2020",0.549022169946597,0
Australia,AUS,"Feb 9, 2020",0.549022169946597,0
Australia,AUS,"Feb 10, 2020",0.549022169946597,0
Australia,AUS,"Feb 11, 2020",0.549022169946597,0
Australia,AUS,"Feb 12, 2020",0.549022169946597,0
Australia,AUS,"Feb 13, 2020",0.549022169946597,0
Australia,AUS,"Feb 14, 2020",0.5882380392284968,0.03921586928189979
Australia,AUS,"Feb 15, 2020",0.5882380392284968,0
Australia,AUS,"Feb 16, 2020",0.5882380392284968,0
Australia,AUS,"Feb 17, 2020",0.5882380392284968,0
Australia,AUS,"Feb 18, 2020",0.5882380392284968,0
Australia,AUS,"Feb 19, 2020",0.5882380392284968,0
Australia,AUS,"Feb 20, 2020",0.5882380392284968,0
Australia,AUS,"Feb 21, 2020",0.6666697777922964,0.07843173856379958
Australia,AUS,"Feb 22, 2020",0.8235332549198956,0.15686347712759915
Australia,AUS,"Feb 23, 2020",0.8627491242017954,0.03921586928189979
Australia,AUS,"Feb 24, 2020",0.8627491242017954,0
Australia,AUS,"Feb 25, 2020",0.8627491242017954,0
Australia,AUS,"Feb 26, 2020",0.8627491242017954,0
Australia,AUS,"Feb 27, 2020",0.9019649934836952,0.03921586928189979
Australia,AUS,"Feb 28, 2020",0.9019649934836952,0
Australia,AUS,"Feb 29, 2020",0.9803967320474947,0.07843173856379958
Australia,AUS,"Mar 1, 2020",1.0196126013293945,0.03921586928189979
Australia,AUS,"Mar 2, 2020",1.1372602091750939,0.11764760784569936
Australia,AUS,"Mar 3, 2020",1.294123686302693,0.15686347712759915
Australia,AUS,"Mar 4, 2020",1.6078506405578914,0.3137269542551983
Australia,AUS,"Mar 5, 2020",2.039225202658789,0.4313745621008977
Australia,AUS,"Mar 6, 2020",2.3137362876320875,0.2745110849732985
Australia,AUS,"Mar 7, 2020",2.4705997647596867,0.15686347712759915
Australia,AUS,"Mar 8, 2020",2.9019743268605844,0.4313745621008977
Australia,AUS,"Mar 9, 2020",3.137269542551983,0.23529521569139872
Australia,AUS,"Mar 10, 2020",3.9215869281899787,0.7843173856379958
Australia,AUS,"Mar 11, 2020",4.392177359572776,0.47059043138279744
Australia,AUS,"Mar 12, 2020",4.941199529519373,0.549022169946597
Australia,AUS,"Mar 13, 2020",6.117675607976367,1.1764760784569936
Australia,AUS,"Mar 14, 2020",7.725526248534258,1.6078506405578914
Australia,AUS,"Mar 15, 2020",9.764751451193048,2.039225202658789
Australia,AUS,"Mar 16, 2020",11.686329046006136,1.9215775948130895
Australia,AUS,"Mar 17, 2020",14.705950980712421,3.019621934706284
Australia,AUS,"Mar 18, 2020",17.804004653982503,3.0980536732700834
Australia,AUS,"Mar 19, 2020",22.15696614427338,4.352961490290877
Australia,AUS,"Mar 20, 2020",27.80405132086695,5.64708517659357
Australia,AUS,"Mar 21, 2020",34.27466975238041,6.470618431513465
Australia,AUS,"Mar 22, 2020",43.059024471525966,8.784354719145552
Australia,AUS,"Mar 23, 2020",67.01992060276673,23.96089613124077
Australia,AUS,"Mar 24, 2020",71.49052970090331,4.470609098136576
Australia,AUS,"Mar 25, 2020",95.02005127004318,23.529521569139874
Australia,AUS,"Mar 26, 2020",95.02005127004318,0
Australia,AUS,"Mar 27, 2020",124.15744214649473,29.137390876451544
Australia,AUS,"Mar 28, 2020",132.47120643425748,8.313764287762755
Austria,AUT,"Dec 31, 2019",0,0
Austria,AUT,"Jan 1, 2020",0,0
Austria,AUT,"Jan 2, 2020",0,0
Austria,AUT,"Jan 3, 2020",0,0
Austria,AUT,"Jan 4, 2020",0,0
Austria,AUT,"Jan 5, 2020",0,0
Austria,AUT,"Jan 6, 2020",0,0
Austria,AUT,"Jan 7, 2020",0,0
Austria,AUT,"Jan 8, 2020",0,0
Austria,AUT,"Jan 9, 2020",0,0
Austria,AUT,"Jan 10, 2020",0,0
Austria,AUT,"Jan 11, 2020",0,0
Austria,AUT,"Jan 12, 2020",0,0
Austria,AUT,"Jan 13, 2020",0,0
Austria,AUT,"Jan 14, 2020",0,0
Austria,AUT,"Jan 15, 2020",0,0
Austria,AUT,"Jan 16, 2020",0,0
Austria,AUT,"Jan 17, 2020",0,0
Austria,AUT,"Jan 18, 2020",0,0
Austria,AUT,"Jan 19, 2020",0,0
Austria,AUT,"Jan 20, 2020",0,0
Austria,AUT,"Jan 21, 2020",0,0
Austria,AUT,"Jan 22, 2020",0,0
Austria,AUT,"Jan 23, 2020",0,0
Austria,AUT,"Jan 24, 2020",0,0
Austria,AUT,"Jan 25, 2020",0,0
Austria,AUT,"Jan 26, 2020",0,0
Austria,AUT,"Jan 27, 2020",0,0
Austria,AUT,"Jan 28, 2020",0,0
Austria,AUT,"Jan 29, 2020",0,0
Austria,AUT,"Jan 30, 2020",0,0
Austria,AUT,"Jan 31, 2020",0,0
Austria,AUT,"Feb 1, 2020",0,0
Austria,AUT,"Feb 2, 2020",0,0
Austria,AUT,"Feb 3, 2020",0,0
Austria,AUT,"Feb 4, 2020",0,0
Austria,AUT,"Feb 5, 2020",0,0
Austria,AUT,"Feb 6, 2020",0,0
Austria,AUT,"Feb 7, 2020",0,0
Austria,AUT,"Feb 8, 2020",0,0
Austria,AUT,"Feb 9, 2020",0,0
Austria,AUT,"Feb 10, 2020",0,0
Austria,AUT,"Feb 11, 2020",0,0
Austria,AUT,"Feb 12, 2020",0,0
Austria,AUT,"Feb 13, 2020",0,0
Austria,AUT,"Feb 14, 2020",0,0
Austria,AUT,"Feb 15, 2020",0,0
Austria,AUT,"Feb 16, 2020",0,0
Austria,AUT,"Feb 17, 2020",0,0
Austria,AUT,"Feb 18, 2020",0,0
Austria,AUT,"Feb 19, 2020",0,0
Austria,AUT,"Feb 20, 2020",0,0
Austria,AUT,"Feb 21, 2020",0,0
Austria,AUT,"Feb 22, 2020",0,0
Austria,AUT,"Feb 23, 2020",0,0
Austria,AUT,"Feb 24, 2020",0,0
Austria,AUT,"Feb 25, 2020",0,0
Austria,AUT,"Feb 26, 2020",0.2220643098241251,0.2220643098241251
Austria,AUT,"Feb 27, 2020",0.2220643098241251,0
Austria,AUT,"Feb 28, 2020",0.5551607745603128,0.33309646473618765
Austria,AUT,"Feb 29, 2020",0.7772250843844378,0.2220643098241251
Austria,AUT,"Mar 1, 2020",1.1103215491206255,0.33309646473618765
